,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
281,37.0,2369.0,298.0,67.0,564.0,142.0,199.0,2105.0,0.0,5.0,377.0
282,35.0,2391.0,292.0,67.0,327.0,139.0,362.0,2106.0,0.0,5.0,390.0
283,35.0,2386.0,297.0,67.0,266.0,111.0,208.0,2106.0,0.0,5.0,404.0
284,36.0,2286.0,298.0,68.0,277.0,122.0,42.0,2106.0,0.0,4.0,416.0
285,36.0,2205.0,297.0,69.0,207.0,99.0,43.0,2106.0,0.0,4.0,410.0
286,36.0,2258.0,295.0,69.0,14.0,95.0,9.0,2106.0,0.0,4.0,386.0
287,36.0,2254.0,297.0,67.0,0.0,83.0,9.0,2106.0,0.0,4.0,367.0
288,35.0,2260.0,296.0,67.0,0.0,80.0,9.0,2105.0,0.0,5.0,363.0
289,36.0,2261.0,297.0,67.0,0.0,86.0,9.0,2106.0,0.0,4.0,350.0
290,36.0,2262.0,299.0,67.0,0.0,76.0,9.0,2108.0,0.0,5.0,346.0
291,36.0,2272.0,300.0,67.0,0.0,76.0,9.0,2105.0,0.0,4.0,326.0
292,36.0,2245.0,296.0,66.0,0.0,78.0,9.0,2103.0,0.0,4.0,368.0
293,36.0,2225.0,302.0,66.0,0.0,84.0,9.0,2108.0,0.0,5.0,381.0
294,36.0,2275.0,300.0,66.0,0.0,97.0,9.0,2108.0,0.0,5.0,389.0
295,36.0,2312.0,299.0,66.0,21.0,139.0,37.0,2107.0,6.0,5.0,385.0
296,37.0,2362.0,303.0,67.0,153.0,148.0,162.0,2107.0,27.0,5.0,380.0
297,36.0,2426.0,303.0,67.0,200.0,148.0,184.0,2108.0,50.0,4.0,409.0
298,36.0,2479.0,297.0,92.0,260.0,147.0,83.0,2108.0,60.0,5.0,399.0
299,36.0,2505.0,297.0,91.0,266.0,137.0,23.0,2107.0,62.0,5.0,401.0
300,36.0,2505.0,298.0,92.0,140.0,127.0,35.0,2107.0,54.0,5.0,420.0
301,37.0,2533.0,298.0,92.0,0.0,115.0,92.0,2107.0,42.0,5.0,414.0
302,37.0,2480.0,299.0,92.0,0.0,107.0,133.0,2107.0,19.0,5.0,451.0
303,37.0,2421.0,301.0,92.0,171.0,99.0,120.0,2104.0,3.0,5.0,462.0
304,36.0,2381.0,298.0,92.0,279.0,91.0,390.0,2107.0,0.0,5.0,458.0
305,38.0,2387.0,303.0,92.0,303.0,94.0,469.0,2107.0,0.0,5.0,464.0
306,38.0,2371.0,301.0,105.0,400.0,134.0,272.0,2105.0,0.0,5.0,458.0
307,37.0,2362.0,303.0,105.0,406.0,129.0,101.0,2107.0,0.0,5.0,447.0
308,36.0,2269.0,298.0,103.0,352.0,111.0,35.0,2106.0,0.0,5.0,444.0
309,37.0,2247.0,299.0,103.0,305.0,97.0,9.0,2105.0,0.0,5.0,445.0
310,37.0,2283.0,300.0,103.0,4.0,91.0,9.0,2104.0,0.0,5.0,442.0
311,36.0,2090.0,294.0,102.0,0.0,81.0,9.0,2107.0,0.0,5.0,435.0
312,37.0,2102.0,298.0,102.0,0.0,78.0,9.0,2106.0,0.0,4.0,432.0
313,37.0,2144.0,301.0,102.0,0.0,75.0,9.0,2105.0,0.0,4.0,434.0
314,36.0,2061.0,296.0,106.0,0.0,73.0,9.0,2105.0,0.0,5.0,459.0
315,36.0,2093.0,301.0,101.0,0.0,74.0,9.0,2106.0,0.0,5.0,461.0
316,37.0,2089.0,301.0,98.0,0.0,73.0,9.0,2107.0,0.0,5.0,459.0
317,38.0,2058.0,305.0,99.0,0.0,86.0,9.0,2106.0,0.0,5.0,450.0
318,37.0,2091.0,304.0,101.0,0.0,92.0,9.0,2104.0,0.0,5.0,447.0
319,37.0,2208.0,303.0,101.0,0.0,135.0,9.0,2106.0,12.0,5.0,441.0
320,37.0,2468.0,304.0,101.0,0.0,139.0,81.0,2106.0,64.0,5.0,436.0
321,36.0,2471.0,305.0,101.0,0.0,139.0,139.0,2104.0,130.0,5.0,439.0
322,37.0,2553.0,301.0,102.0,0.0,141.0,216.0,2106.0,138.0,5.0,436.0
323,37.0,2594.0,300.0,102.0,0.0,130.0,280.0,2106.0,149.0,5.0,422.0
324,37.0,2596.0,304.0,102.0,0.0,117.0,216.0,2103.0,132.0,5.0,406.0
325,36.0,2609.0,302.0,103.0,0.0,92.0,210.0,2105.0,86.0,4.0,391.0
326,36.0,2602.0,304.0,102.0,0.0,86.0,274.0,2107.0,45.0,4.0,337.0
327,37.0,2608.0,303.0,102.0,164.0,109.0,353.0,2106.0,9.0,4.0,272.0
328,37.0,2608.0,303.0,102.0,303.0,127.0,664.0,2105.0,0.0,5.0,237.0
329,37.0,2620.0,306.0,102.0,492.0,136.0,660.0,2106.0,0.0,5.0,260.0
330,37.0,2650.0,303.0,102.0,434.0,131.0,603.0,2106.0,0.0,5.0,288.0
331,37.0,2638.0,304.0,103.0,397.0,131.0,480.0,2108.0,0.0,5.0,268.0
332,37.0,2614.0,302.0,102.0,405.0,112.0,224.0,2107.0,0.0,5.0,280.0
333,37.0,2603.0,304.0,102.0,402.0,103.0,114.0,2108.0,0.0,5.0,244.0
334,36.0,2579.0,303.0,102.0,150.0,86.0,53.0,2109.0,0.0,5.0,239.0
335,37.0,2618.0,305.0,102.0,0.0,76.0,9.0,2106.0,0.0,4.0,274.0
336,38.0,2489.0,307.0,102.0,0.0,73.0,9.0,2105.0,0.0,4.0,260.0
337,37.0,2328.0,308.0,103.0,0.0,70.0,9.0,2107.0,0.0,4.0,242.0
338,38.0,2352.0,308.0,103.0,0.0,69.0,9.0,2109.0,0.0,4.0,208.0
339,36.0,2386.0,307.0,103.0,0.0,70.0,9.0,2106.0,0.0,4.0,192.0
340,37.0,2582.0,307.0,104.0,0.0,70.0,9.0,2105.0,0.0,4.0,142.0
341,38.0,2680.0,315.0,103.0,0.0,79.0,49.0,2106.0,0.0,5.0,108.0
342,38.0,2833.0,309.0,103.0,0.0,112.0,362.0,2106.0,0.0,5.0,86.0
343,36.0,2830.0,309.0,102.0,0.0,146.0,681.0,2105.0,4.0,4.0,72.0
344,36.0,2827.0,324.0,102.0,0.0,155.0,901.0,2108.0,19.0,4.0,47.0
345,36.0,2824.0,326.0,102.0,0.0,157.0,867.0,2107.0,33.0,5.0,28.0
346,37.0,2827.0,325.0,102.0,0.0,160.0,782.0,2106.0,36.0,5.0,25.0
347,36.0,2828.0,328.0,101.0,0.0,147.0,683.0,2104.0,41.0,5.0,21.0
348,36.0,2826.0,327.0,104.0,0.0,147.0,686.0,2108.0,36.0,5.0,29.0
349,35.0,2823.0,329.0,104.0,0.0,147.0,669.0,2106.0,28.0,5.0,25.0
350,35.0,2821.0,324.0,103.0,0.0,152.0,627.0,2105.0,16.0,5.0,34.0
351,36.0,2829.0,326.0,103.0,16.0,144.0,685.0,2106.0,5.0,5.0,37.0
352,36.0,2836.0,326.0,104.0,243.0,141.0,786.0,2107.0,0.0,4.0,34.0
353,36.0,2886.0,324.0,104.0,447.0,136.0,746.0,2105.0,0.0,4.0,34.0
354,37.0,2955.0,309.0,101.0,443.0,145.0,759.0,2107.0,0.0,4.0,29.0
355,38.0,2965.0,310.0,102.0,297.0,153.0,669.0,2106.0,0.0,4.0,19.0
356,37.0,2944.0,311.0,103.0,280.0,141.0,472.0,2106.0,0.0,4.0,38.0
357,37.0,2918.0,309.0,104.0,210.0,95.0,403.0,2105.0,0.0,4.0,33.0
358,36.0,2909.0,309.0,104.0,139.0,91.0,58.0,2104.0,0.0,4.0,34.0
359,37.0,2636.0,304.0,100.0,0.0,85.0,9.0,2106.0,0.0,4.0,18.0
360,37.0,2524.0,304.0,100.0,0.0,84.0,9.0,2107.0,0.0,4.0,26.0
361,37.0,2557.0,301.0,101.0,0.0,86.0,9.0,2105.0,0.0,4.0,18.0
362,37.0,2511.0,302.0,101.0,0.0,79.0,9.0,2106.0,0.0,4.0,15.0
363,37.0,2465.0,301.0,102.0,0.0,79.0,9.0,2106.0,0.0,4.0,33.0
364,38.0,2509.0,294.0,101.0,0.0,80.0,9.0,2105.0,0.0,4.0,45.0
365,39.0,2810.0,296.0,100.0,0.0,87.0,66.0,2104.0,0.0,4.0,53.0
366,37.0,2935.0,295.0,100.0,0.0,138.0,272.0,2105.0,0.0,4.0,76.0
367,36.0,2892.0,295.0,101.0,0.0,155.0,319.0,2107.0,3.0,4.0,153.0
368,34.0,2969.0,296.0,101.0,0.0,166.0,345.0,2106.0,23.0,4.0,207.0
369,33.0,2844.0,295.0,101.0,0.0,161.0,247.0,2106.0,100.0,3.0,202.0
370,33.0,2738.0,292.0,105.0,0.0,166.0,124.0,2105.0,201.0,3.0,141.0
371,34.0,2772.0,294.0,105.0,0.0,149.0,78.0,2104.0,208.0,4.0,73.0
372,34.0,2802.0,298.0,101.0,0.0,147.0,29.0,2104.0,183.0,4.0,34.0
373,34.0,2887.0,297.0,101.0,0.0,148.0,29.0,2106.0,139.0,4.0,25.0
374,35.0,3001.0,299.0,103.0,0.0,151.0,40.0,2104.0,82.0,3.0,7.0
375,36.0,2999.0,299.0,103.0,0.0,151.0,242.0,2105.0,29.0,4.0,8.0
376,34.0,3069.0,299.0,103.0,94.0,141.0,496.0,2105.0,0.0,4.0,16.0
377,35.0,3126.0,300.0,103.0,147.0,136.0,773.0,2104.0,0.0,4.0,38.0
378,34.0,3090.0,305.0,100.0,166.0,141.0,730.0,2106.0,0.0,4.0,74.0
379,35.0,3088.0,301.0,100.0,106.0,141.0,487.0,2106.0,0.0,4.0,126.0
380,35.0,3041.0,302.0,99.0,0.0,138.0,356.0,2107.0,0.0,4.0,196.0
381,36.0,3014.0,302.0,99.0,0.0,96.0,97.0,2105.0,0.0,4.0,257.0
382,36.0,2624.0,303.0,99.0,0.0,94.0,9.0,2106.0,0.0,4.0,266.0
383,35.0,2508.0,307.0,101.0,0.0,83.0,9.0,2107.0,0.0,4.0,183.0
384,34.0,2434.0,308.0,102.0,0.0,81.0,9.0,2108.0,0.0,4.0,151.0
385,35.0,2480.0,312.0,101.0,0.0,85.0,9.0,2105.0,0.0,4.0,135.0
386,34.0,2504.0,313.0,102.0,0.0,75.0,9.0,2106.0,0.0,4.0,101.0
387,34.0,2523.0,313.0,103.0,0.0,75.0,9.0,2106.0,0.0,4.0,66.0
388,36.0,2516.0,313.0,103.0,0.0,80.0,9.0,2104.0,0.0,4.0,59.0
389,35.0,2512.0,316.0,103.0,0.0,95.0,22.0,2103.0,0.0,4.0,57.0
390,34.0,2631.0,314.0,104.0,0.0,120.0,351.0,2106.0,0.0,4.0,47.0
391,35.0,2612.0,310.0,102.0,0.0,156.0,444.0,2105.0,23.0,5.0,70.0
392,35.0,2653.0,311.0,104.0,0.0,161.0,458.0,2104.0,99.0,5.0,55.0
393,33.0,2604.0,311.0,104.0,0.0,162.0,212.0,2105.0,174.0,5.0,54.0
394,33.0,2604.0,300.0,106.0,0.0,163.0,9.0,2106.0,227.0,5.0,53.0
395,34.0,2592.0,303.0,107.0,0.0,150.0,9.0,2107.0,251.0,5.0,62.0
396,34.0,2523.0,307.0,106.0,0.0,146.0,9.0,2106.0,235.0,5.0,133.0
397,34.0,2458.0,306.0,106.0,0.0,139.0,9.0,2106.0,177.0,5.0,207.0
398,35.0,2338.0,304.0,105.0,0.0,135.0,9.0,2105.0,90.0,6.0,262.0
399,35.0,2358.0,306.0,103.0,0.0,130.0,180.0,2106.0,22.0,5.0,272.0
400,33.0,2511.0,306.0,105.0,301.0,136.0,174.0,2106.0,0.0,4.0,227.0
401,33.0,2527.0,308.0,105.0,676.0,144.0,185.0,2106.0,0.0,4.0,218.0
402,35.0,2529.0,306.0,104.0,604.0,149.0,181.0,2105.0,0.0,4.0,268.0
403,35.0,2517.0,305.0,103.0,438.0,117.0,135.0,2104.0,0.0,4.0,307.0
404,35.0,2519.0,306.0,103.0,286.0,118.0,22.0,2105.0,0.0,4.0,322.0
405,34.0,2407.0,306.0,103.0,216.0,97.0,75.0,2106.0,0.0,4.0,280.0
406,34.0,2373.0,301.0,103.0,1.0,92.0,24.0,2103.0,0.0,4.0,230.0
407,36.0,2244.0,304.0,102.0,0.0,92.0,9.0,2106.0,0.0,4.0,294.0
408,36.0,2305.0,304.0,102.0,0.0,105.0,9.0,2106.0,0.0,4.0,138.0
409,36.0,2176.0,305.0,101.0,0.0,105.0,9.0,2105.0,0.0,4.0,220.0
410,35.0,2226.0,305.0,101.0,0.0,86.0,9.0,2104.0,0.0,4.0,225.0
411,35.0,2282.0,306.0,101.0,0.0,83.0,9.0,2106.0,0.0,4.0,250.0
412,35.0,2257.0,312.0,100.0,0.0,89.0,9.0,2107.0,0.0,4.0,252.0
413,34.0,2234.0,312.0,100.0,0.0,100.0,8.0,2105.0,0.0,4.0,278.0
414,34.0,2327.0,312.0,101.0,0.0,143.0,105.0,2105.0,0.0,4.0,294.0
415,35.0,2436.0,308.0,101.0,271.0,154.0,22.0,2106.0,11.0,4.0,273.0
416,35.0,2635.0,308.0,102.0,265.0,171.0,29.0,2105.0,71.0,4.0,201.0
417,34.0,2835.0,306.0,103.0,0.0,166.0,123.0,2104.0,156.0,4.0,128.0
418,35.0,2608.0,285.0,103.0,0.0,166.0,9.0,2105.0,274.0,4.0,226.0
419,34.0,2341.0,274.0,103.0,0.0,158.0,9.0,2104.0,407.0,5.0,244.0
420,34.0,2322.0,272.0,103.0,0.0,140.0,9.0,2106.0,480.0,5.0,235.0
421,34.0,2369.0,255.0,104.0,0.0,140.0,9.0,2107.0,416.0,4.0,254.0
422,34.0,2356.0,255.0,104.0,0.0,134.0,9.0,2105.0,264.0,4.0,284.0
423,34.0,2334.0,267.0,104.0,120.0,139.0,64.0,2105.0,77.0,4.0,283.0
424,33.0,2372.0,273.0,104.0,234.0,143.0,331.0,2105.0,1.0,4.0,274.0
425,33.0,2478.0,273.0,104.0,538.0,144.0,416.0,2107.0,0.0,4.0,252.0
426,33.0,2477.0,277.0,103.0,559.0,167.0,445.0,2107.0,0.0,5.0,227.0
427,33.0,2419.0,298.0,103.0,479.0,136.0,343.0,2105.0,0.0,4.0,220.0
428,34.0,2334.0,311.0,103.0,316.0,121.0,291.0,2105.0,0.0,5.0,248.0
429,33.0,2370.0,309.0,102.0,371.0,106.0,85.0,2107.0,0.0,5.0,261.0
430,34.0,2412.0,311.0,102.0,1.0,101.0,9.0,2105.0,0.0,5.0,273.0
431,21.0,2344.0,297.0,104.0,0.0,90.0,9.0,2104.0,0.0,5.0,382.0
432,21.0,2375.0,295.0,102.0,0.0,108.0,9.0,2104.0,0.0,5.0,368.0
433,21.0,2400.0,296.0,102.0,0.0,106.0,9.0,2105.0,0.0,5.0,325.0
434,21.0,2376.0,298.0,102.0,0.0,99.0,9.0,2106.0,0.0,4.0,308.0
435,22.0,2354.0,296.0,102.0,0.0,88.0,9.0,2106.0,0.0,4.0,311.0
436,22.0,2334.0,281.0,107.0,0.0,96.0,9.0,2107.0,0.0,4.0,278.0
437,20.0,2457.0,263.0,107.0,0.0,113.0,9.0,2105.0,0.0,4.0,150.0
438,21.0,2503.0,263.0,106.0,37.0,131.0,340.0,2104.0,0.0,4.0,148.0
439,20.0,2554.0,263.0,105.0,164.0,158.0,292.0,2107.0,53.0,5.0,126.0
440,22.0,2457.0,265.0,104.0,194.0,160.0,85.0,2108.0,173.0,4.0,133.0
441,21.0,2318.0,264.0,104.0,0.0,155.0,9.0,2107.0,271.0,4.0,149.0
442,21.0,2245.0,263.0,102.0,0.0,158.0,9.0,2105.0,315.0,5.0,134.0
443,21.0,2201.0,260.0,100.0,0.0,148.0,9.0,2105.0,321.0,5.0,136.0
444,21.0,2206.0,259.0,102.0,0.0,145.0,9.0,2106.0,292.0,4.0,132.0
445,20.0,2183.0,258.0,103.0,0.0,144.0,9.0,2107.0,246.0,4.0,147.0
446,21.0,2221.0,259.0,103.0,0.0,142.0,9.0,2107.0,154.0,4.0,105.0
447,21.0,2206.0,259.0,104.0,140.0,138.0,103.0,2108.0,45.0,4.0,68.0
448,20.0,2338.0,258.0,106.0,300.0,131.0,471.0,2108.0,0.0,4.0,82.0
449,20.0,2545.0,260.0,106.0,533.0,127.0,516.0,2107.0,0.0,5.0,87.0
450,20.0,2571.0,261.0,101.0,598.0,148.0,488.0,2106.0,0.0,4.0,68.0
451,19.0,2476.0,263.0,101.0,484.0,146.0,479.0,2107.0,0.0,4.0,62.0
452,19.0,2412.0,263.0,103.0,279.0,144.0,508.0,2107.0,0.0,4.0,65.0
453,19.0,2340.0,264.0,103.0,268.0,118.0,438.0,2106.0,0.0,4.0,84.0
454,18.0,2392.0,257.0,103.0,244.0,105.0,145.0,2107.0,0.0,4.0,87.0
455,33.0,2242.0,265.0,100.0,0.0,103.0,96.0,2107.0,0.0,4.0,168.0
456,33.0,2114.0,269.0,102.0,0.0,102.0,9.0,2106.0,0.0,4.0,211.0
457,36.0,1990.0,269.0,103.0,0.0,100.0,9.0,2104.0,0.0,4.0,210.0
458,36.0,2036.0,268.0,104.0,0.0,97.0,9.0,2104.0,0.0,4.0,219.0
459,37.0,2018.0,268.0,105.0,0.0,98.0,9.0,2105.0,0.0,3.0,238.0
460,35.0,2000.0,262.0,105.0,0.0,96.0,9.0,2105.0,0.0,3.0,260.0
461,35.0,2047.0,267.0,102.0,0.0,102.0,9.0,2106.0,0.0,3.0,294.0
462,35.0,2207.0,266.0,104.0,0.0,130.0,9.0,2105.0,2.0,4.0,232.0
463,37.0,2274.0,266.0,105.0,0.0,152.0,368.0,2105.0,53.0,4.0,169.0
464,36.0,2308.0,267.0,101.0,0.0,177.0,531.0,2105.0,102.0,4.0,122.0
465,35.0,2459.0,267.0,104.0,0.0,183.0,535.0,2105.0,119.0,4.0,77.0
466,34.0,2544.0,263.0,105.0,0.0,161.0,442.0,2103.0,140.0,4.0,56.0
467,34.0,2584.0,262.0,105.0,0.0,127.0,377.0,2105.0,149.0,4.0,50.0
468,35.0,2586.0,262.0,106.0,0.0,125.0,326.0,2105.0,130.0,4.0,40.0
469,35.0,2590.0,263.0,106.0,0.0,116.0,237.0,2105.0,91.0,4.0,49.0
470,34.0,2591.0,262.0,103.0,0.0,120.0,303.0,2105.0,46.0,4.0,50.0
471,33.0,2593.0,262.0,100.0,87.0,128.0,450.0,2105.0,9.0,4.0,34.0
472,33.0,2596.0,264.0,104.0,312.0,177.0,603.0,2104.0,0.0,4.0,48.0
473,33.0,2556.0,269.0,101.0,405.0,173.0,697.0,2105.0,0.0,4.0,97.0
474,32.0,2526.0,265.0,103.0,262.0,152.0,691.0,2105.0,0.0,4.0,132.0
475,33.0,2579.0,264.0,103.0,137.0,154.0,542.0,2106.0,0.0,4.0,143.0
476,35.0,2525.0,265.0,103.0,117.0,138.0,255.0,2105.0,0.0,4.0,140.0
477,36.0,2439.0,266.0,100.0,0.0,115.0,315.0,2104.0,0.0,4.0,144.0
478,37.0,2334.0,268.0,101.0,0.0,115.0,145.0,2104.0,0.0,4.0,158.0
479,36.0,2210.0,263.0,102.0,0.0,108.0,9.0,2106.0,0.0,4.0,143.0
480,36.0,2197.0,266.0,102.0,0.0,102.0,9.0,2106.0,0.0,4.0,151.0
481,35.0,2242.0,265.0,102.0,0.0,96.0,9.0,2104.0,0.0,4.0,146.0
482,36.0,2176.0,268.0,102.0,0.0,95.0,9.0,2106.0,0.0,4.0,119.0
483,36.0,2227.0,266.0,102.0,0.0,95.0,9.0,2107.0,0.0,4.0,93.0
484,37.0,2189.0,268.0,100.0,0.0,98.0,9.0,2105.0,0.0,4.0,95.0
485,36.0,2150.0,273.0,101.0,0.0,104.0,9.0,2105.0,0.0,3.0,49.0
486,34.0,2120.0,266.0,100.0,0.0,131.0,9.0,2106.0,0.0,4.0,46.0
487,35.0,2297.0,268.0,100.0,0.0,147.0,277.0,2108.0,17.0,4.0,22.0
488,36.0,2506.0,266.0,101.0,0.0,153.0,536.0,2108.0,60.0,4.0,30.0
489,36.0,2609.0,266.0,101.0,0.0,152.0,580.0,2107.0,95.0,3.0,37.0
490,35.0,2620.0,267.0,99.0,0.0,150.0,551.0,2105.0,104.0,4.0,47.0
491,37.0,2591.0,265.0,102.0,0.0,142.0,571.0,2104.0,100.0,4.0,71.0
492,37.0,2718.0,265.0,101.0,0.0,139.0,350.0,2105.0,70.0,4.0,72.0
493,36.0,2794.0,265.0,99.0,0.0,123.0,184.0,2105.0,50.0,3.0,84.0
494,36.0,2862.0,266.0,101.0,0.0,127.0,205.0,2106.0,19.0,4.0,81.0
495,36.0,2770.0,261.0,102.0,151.0,121.0,279.0,2107.0,4.0,4.0,106.0
496,36.0,2830.0,263.0,102.0,388.0,128.0,275.0,2107.0,0.0,4.0,115.0
497,36.0,2759.0,261.0,102.0,308.0,151.0,593.0,2107.0,0.0,4.0,117.0
498,36.0,2781.0,266.0,101.0,262.0,150.0,548.0,2109.0,0.0,4.0,113.0
499,36.0,2768.0,263.0,99.0,317.0,151.0,266.0,2106.0,0.0,4.0,155.0
500,36.0,2789.0,266.0,98.0,130.0,143.0,173.0,2108.0,0.0,4.0,149.0
501,37.0,2737.0,268.0,97.0,0.0,120.0,170.0,2107.0,0.0,4.0,183.0
502,36.0,2528.0,262.0,100.0,0.0,106.0,8.0,2105.0,0.0,4.0,213.0
503,36.0,2372.0,275.0,97.0,0.0,95.0,9.0,2106.0,0.0,5.0,93.0
504,36.0,2257.0,277.0,98.0,0.0,115.0,9.0,2109.0,0.0,5.0,123.0
505,35.0,2243.0,277.0,99.0,0.0,100.0,9.0,2110.0,0.0,5.0,101.0
506,34.0,2302.0,274.0,99.0,0.0,92.0,9.0,2107.0,0.0,4.0,62.0
507,34.0,2339.0,278.0,99.0,0.0,91.0,9.0,2105.0,0.0,4.0,41.0
508,35.0,2392.0,279.0,96.0,0.0,92.0,9.0,2106.0,0.0,4.0,43.0
509,35.0,2431.0,280.0,98.0,0.0,99.0,31.0,2105.0,0.0,4.0,79.0
510,35.0,2514.0,277.0,100.0,0.0,118.0,334.0,2105.0,0.0,4.0,131.0
511,36.0,2467.0,277.0,101.0,0.0,164.0,420.0,2105.0,7.0,4.0,238.0
512,35.0,2622.0,274.0,101.0,0.0,169.0,433.0,2106.0,44.0,4.0,262.0
513,34.0,2640.0,274.0,102.0,0.0,171.0,300.0,2106.0,104.0,4.0,269.0
514,35.0,2620.0,277.0,99.0,0.0,167.0,160.0,2104.0,158.0,5.0,283.0
515,35.0,2643.0,272.0,99.0,0.0,156.0,42.0,2106.0,174.0,4.0,290.0
516,36.0,2625.0,275.0,99.0,0.0,157.0,42.0,2106.0,154.0,4.0,294.0
517,36.0,2614.0,276.0,100.0,0.0,153.0,42.0,2106.0,119.0,4.0,295.0
518,36.0,2660.0,278.0,100.0,0.0,155.0,42.0,2105.0,79.0,4.0,278.0
519,36.0,2733.0,275.0,100.0,0.0,153.0,165.0,2105.0,23.0,3.0,260.0
520,37.0,2622.0,278.0,100.0,328.0,158.0,238.0,2105.0,0.0,3.0,263.0
521,36.0,2600.0,290.0,100.0,381.0,148.0,507.0,2105.0,0.0,4.0,273.0
522,35.0,2580.0,275.0,98.0,384.0,154.0,539.0,2106.0,0.0,4.0,276.0
523,36.0,2524.0,278.0,98.0,263.0,120.0,450.0,2104.0,0.0,4.0,273.0
524,36.0,2586.0,277.0,98.0,284.0,122.0,204.0,2105.0,0.0,4.0,266.0
525,36.0,2551.0,279.0,97.0,106.0,120.0,248.0,2106.0,0.0,4.0,264.0
526,35.0,2459.0,278.0,97.0,0.0,101.0,120.0,2105.0,0.0,4.0,254.0
527,35.0,2447.0,283.0,93.0,0.0,92.0,9.0,2105.0,0.0,4.0,244.0
528,35.0,2474.0,285.0,94.0,0.0,91.0,9.0,2105.0,0.0,4.0,248.0
529,35.0,2500.0,285.0,94.0,0.0,88.0,9.0,2106.0,0.0,4.0,235.0
530,34.0,2573.0,285.0,94.0,0.0,84.0,9.0,2104.0,0.0,4.0,177.0
531,35.0,2562.0,282.0,94.0,0.0,85.0,9.0,2103.0,0.0,4.0,163.0
532,34.0,2575.0,289.0,96.0,0.0,86.0,9.0,2104.0,0.0,4.0,178.0
533,34.0,2568.0,291.0,96.0,0.0,111.0,9.0,2103.0,0.0,4.0,160.0
534,34.0,2562.0,285.0,95.0,147.0,129.0,137.0,2104.0,1.0,4.0,201.0
535,34.0,2531.0,295.0,95.0,188.0,158.0,281.0,2106.0,70.0,4.0,170.0
536,34.0,2523.0,308.0,95.0,144.0,167.0,232.0,2105.0,252.0,5.0,143.0
537,33.0,2448.0,308.0,97.0,0.0,168.0,172.0,2105.0,405.0,5.0,123.0
538,33.0,2470.0,292.0,96.0,0.0,167.0,33.0,2105.0,451.0,5.0,89.0
539,34.0,2441.0,281.0,96.0,0.0,155.0,9.0,2107.0,419.0,5.0,99.0
540,35.0,2496.0,296.0,96.0,0.0,154.0,9.0,2105.0,381.0,5.0,116.0
541,34.0,2532.0,286.0,96.0,0.0,153.0,9.0,2103.0,340.0,5.0,111.0
542,34.0,2509.0,285.0,96.0,0.0,155.0,15.0,2106.0,180.0,4.0,109.0
543,34.0,2571.0,288.0,96.0,0.0,140.0,275.0,2105.0,41.0,4.0,99.0
544,34.0,2576.0,285.0,97.0,103.0,137.0,582.0,2103.0,0.0,4.0,131.0
545,35.0,2680.0,286.0,98.0,309.0,126.0,673.0,2103.0,0.0,5.0,170.0
546,35.0,2667.0,287.0,98.0,278.0,132.0,656.0,2106.0,0.0,5.0,185.0
547,35.0,2585.0,285.0,98.0,224.0,131.0,558.0,2107.0,0.0,4.0,195.0
548,35.0,2537.0,286.0,95.0,208.0,125.0,406.0,2106.0,0.0,4.0,188.0
549,35.0,2508.0,286.0,95.0,300.0,104.0,289.0,2107.0,0.0,4.0,151.0
550,35.0,2557.0,286.0,95.0,90.0,97.0,175.0,2107.0,0.0,4.0,111.0
551,35.0,2450.0,300.0,95.0,0.0,87.0,9.0,2107.0,0.0,4.0,127.0
552,34.0,2394.0,314.0,96.0,0.0,87.0,9.0,2108.0,0.0,4.0,142.0
553,35.0,2388.0,313.0,96.0,0.0,88.0,9.0,2107.0,0.0,4.0,180.0
554,35.0,2425.0,313.0,96.0,0.0,85.0,9.0,2104.0,0.0,4.0,170.0
555,35.0,2477.0,314.0,96.0,0.0,85.0,9.0,2106.0,0.0,5.0,137.0
556,34.0,2509.0,314.0,95.0,0.0,86.0,9.0,2105.0,0.0,4.0,138.0
557,35.0,2674.0,314.0,95.0,0.0,98.0,24.0,2106.0,0.0,4.0,129.0
558,34.0,2764.0,313.0,95.0,0.0,145.0,280.0,2107.0,2.0,4.0,139.0
559,35.0,2792.0,312.0,96.0,0.0,168.0,307.0,2107.0,76.0,4.0,159.0
560,34.0,2733.0,312.0,96.0,0.0,174.0,270.0,2106.0,251.0,4.0,135.0
561,34.0,2566.0,313.0,96.0,0.0,173.0,158.0,2104.0,425.0,4.0,116.0
562,35.0,2447.0,308.0,85.0,0.0,173.0,9.0,2105.0,546.0,4.0,118.0
563,35.0,2504.0,308.0,85.0,0.0,160.0,9.0,2106.0,583.0,4.0,116.0
564,34.0,2535.0,312.0,86.0,0.0,158.0,9.0,2105.0,557.0,4.0,94.0
565,36.0,2510.0,309.0,86.0,0.0,147.0,9.0,2106.0,472.0,4.0,94.0
566,35.0,2511.0,309.0,86.0,0.0,133.0,29.0,2106.0,326.0,5.0,89.0
